"file","action","title","category","renderedChars","renderedWords","steps","sources","uniqueSourceHosts","issues"
"power-tools-cirkulyarnaya-pila-chuck-slip.mdx","keep","циркулярная пила: проворачивает патрон или оснастку","Электроинструмент","4125","527","6","3","3",""
"power-tools-cirkulyarnaya-pila-does-not-start.mdx","keep","циркулярная пила: не включается","Электроинструмент","4124","526","6","3","3",""
"power-tools-cirkulyarnaya-pila-low-power.mdx","keep","циркулярная пила: потерял мощность под нагрузкой","Электроинструмент","4116","523","6","3","3",""
"power-tools-cirkulyarnaya-pila-overheats.mdx","keep","циркулярная пила: перегревается при короткой работе","Электроинструмент","4141","527","6","3","3",""
"power-tools-cirkulyarnaya-pila-sparks-smell.mdx","keep","циркулярная пила: искрит или пахнет гарью","Электроинструмент","4127","528","6","3","3",""
"power-tools-dewalt-screwdriver-disconnects-randomly.mdx","keep","DeWalt screwdriver: самопроизвольно отключается","Электроинструмент","3605","441","6","4","4",""
"power-tools-dewalt-screwdriver-driver-error.mdx","keep","DeWalt screwdriver: ошибка драйвера","Электроинструмент","3527","438","6","4","4",""
"power-tools-dewalt-screwdriver-firmware-update-failed.mdx","keep","DeWalt screwdriver: ошибка обновления прошивки","Электроинструмент","3592","448","6","4","4",""
"power-tools-dewalt-screwdriver-low-performance.mdx","keep","DeWalt screwdriver: низкая производительность","Электроинструмент","3575","441","6","4","4",""
"power-tools-dewalt-screwdriver-not-detected.mdx","keep","DeWalt screwdriver: не определяется системой","Электроинструмент","3607","453","6","4","4",""
"power-tools-dewalt-shurupovert-battery-drains.mdx","keep","DeWalt шуруповерт: быстро разряжает аккумулятор","Электроинструмент","4145","527","6","4","4",""
"power-tools-dewalt-shurupovert-chuck-slip.mdx","keep","DeWalt шуруповерт: проворачивает патрон или оснастку","Электроинструмент","4130","527","6","4","4",""
"power-tools-dewalt-shurupovert-does-not-start.mdx","keep","DeWalt шуруповерт: не включается","Электроинструмент","4129","526","6","4","4",""
"power-tools-dewalt-shurupovert-low-power.mdx","keep","DeWalt шуруповерт: потерял мощность под нагрузкой","Электроинструмент","4121","523","6","4","4",""
"power-tools-dewalt-shurupovert-overheats.mdx","keep","DeWalt шуруповерт: перегревается при короткой работе","Электроинструмент","4146","527","6","4","4",""
"power-tools-dewalt-shurupovert-sparks-smell.mdx","keep","DeWalt шуруповерт: искрит или пахнет гарью","Электроинструмент","4132","528","6","4","4",""
"power-tools-lobzik-battery-drains.mdx","keep","лобзик: быстро разряжает аккумулятор","Электроинструмент","4090","522","6","3","3",""
"power-tools-lobzik-chuck-slip.mdx","keep","лобзик: проворачивает патрон или оснастку","Электроинструмент","4075","522","6","3","3",""
"power-tools-lobzik-does-not-start.mdx","keep","лобзик: не включается","Электроинструмент","4074","521","6","3","3",""
"power-tools-lobzik-low-power.mdx","keep","лобзик: потерял мощность под нагрузкой","Электроинструмент","4066","518","6","3","3",""
"power-tools-lobzik-overheats.mdx","keep","лобзик: перегревается при короткой работе","Электроинструмент","4091","522","6","3","3",""
"power-tools-lobzik-sparks-smell.mdx","keep","лобзик: искрит или пахнет гарью","Электроинструмент","4077","523","6","3","3",""
"power-tools-makita-drill-disconnects-randomly.mdx","keep","Makita drill: самопроизвольно отключается","Электроинструмент","3581","441","6","4","3",""
"power-tools-makita-drill-driver-error.mdx","keep","Makita drill: ошибка драйвера","Электроинструмент","3503","438","6","4","3",""
